Prolific ID,pay
673b7ef45c9291ade287d5d7,1.2
571b79465d40840012c4055a,1.2
61030ea0fd598c32549577b8,1.2
5d41d708128a05000183c461,1.2
5dcfaad2dd9a740c2493fc28,1.2
5f4a9eb861da210d3496cb34,1.2
67e7d7ba69a2afc3b987fd3f,1.2
5ec4369ded266915fb4e4ae8,1.2
5ec135213d32b40417fd9ea3,1.2
56b78f11e77ebe000cbefe79,1.2
6471e0a407b30a4f171dbd35,1.2
6750f2355fd9ba678f76fa5c,1.2
5a8a2325b3ec5bf71f359619,1.2
56896433d3d6a7000ca23d94,1.2
6647eae0cdc9da0ab81dc415,1.2
65df3cf4bf05d8eff24ed78b,1.2
5eaf1a2c649fd108284c2b5f,1.2
5ee1cf1e0df8e55c6b9e1f1a,1.2
666af621e0cefa7dc393bbc5,1.2
6283e5cee0833a2307ddeb0f,1.2
60aff9a6354c706f21c27da1,1.2
6548f960db60a00d76e92695,1.2
669a4f388b2de8df723faf1e,1.2
5bb48501d3be310001c1afeb,1.2
66294db6d68dbd70fb31fb3c,1.2
65ee4106d4b632b7fb7a3f79,1.2
67d1d172e049a486152a5ce9,1.2
583fe092d639d0000142fb2e,1.2
5e40458fee95202846ccf7f3,1.2
66d7a63854decf633f48f674,1.2
6781c04bb4d02ad68a57e4ae,1.2
5e1f3d570e12222708fae5ce,1.2
652f102802f99197634d599a,1.2
653fb87b3cb99e8f2c730d3d,1.2
666044f3a8e70f7fefb42014,1.2
5abbe13268b65b00018cf94b,1.2
5f4a7a00dc1bde60ab8f7ac5,1.2
67b867317a15cc0a14b16294,1.2
66ee4d807a6161ba6a9b5211,1.2
63d2fe57eea8cacc91a44fdd,1.2
62b5d90d09660072824f68cf,1.2
669e0fa745b32ae95bde8754,1.2
681395aa7f23f1207cc3814c,1.2
671dde8079f492a4a7b49e7a,1.2
677bcb212ebc1d6360f23fe6,1.2
675c850be4490dfd129fffaf,1.2
674b46b00690584bddd6e33b,1.2
67ee3bce2fd293df8bc0c77a,1.2
6766ce58f2f6140bdb9fb2b3,1.2
671f12c5d2543b67c0f12e57,1.2
5c8249a1fff8430014e992fe,1.2
66d9d8108156d32cbe34ee6f,1.2
5fe49a4ad8918ba1615e298d,1.2
5c77d238e926fc00170b4975,1.2
68074d953a722d26b904fc7d,1.2
5ca612a8d24640001432512c,1.2
56ca3e3237d66c000c59a891,1.2
67e037f21c6a42a34775ee52,1.2
5d78d57c8f579d001518e74f,1.2
5be87e33a14b540001aa2ea5,1.2
67ef5e1ea8330a7744f39e17,1.2
5ef405ce2de83f1a2fa278e4,1.2
649ed52c6deb05c245aa42db,1.2
677bdabbdcaf99b4cd8c86a5,1.2
66463e3ccc2fcde4d3fabf53,1.2
660ec4452539f6860b02db7a,1.2
67d095bc257ecc840642912e,1.2
5ca937309ac82a0001312c88,1.2
641de00ed49b15381e60ae88,1.2
67dd9d7cb2b6bc83e7981f45,1.2
61f2abdca09e72f23cbaf4c4,1.2
66245f5bc8c29b85b0ecf5db,1.2
68b64ff34b1f56ddafd9d053,1.2
56bd7bf3d4e2180005a86846,1.2
673593b7b37c1ce17037b3f0,1.2
5bf54dd783653500016776ec,1.2
67ddabeab4ee0d6587d33f75,1.2
56f699e876348f000c883bba,1.2
676e8422294dd6823d5f77e3,1.2
66636514bc4749ad83a2adc8,1.2
6888f02966d2df364e808f42,1.2
672451c5f4e558e08242d746,1.2
66491e9882aaa64c5d0911d5,1.2
5f036a5ded8a402703d24a0c,1.2
67e8573dadc0a260c9c4242b,1.2
66cf40a29f72528d5f3c752e,1.2
633d785ff76adb41addde965,1.2
67f0158b01e9ac80ef1ff943,1.2
6605c064889aa790d3e0fe49,1.2
5c1b9212bfd9220001a9ada0,1.2
67e567d4265ecb014e6b298b,1.2
6655d895e8c33b7738009342,1.2
666d90f7298663574b4c3d48,1.2
616b0933631552c8aebc161d,1.2
5e4b1c2f5bc4e203ab0f3882,1.2
6735cca783ade1144f24bc78,1.2
5f47d8f1e974b12169221876,1.2
6172f9bf1c90302309a07d38,1.2
5f4538b6ffe9f50c3cbe3ae1,1.2
66685eeb54a9c79c92733852,1.2
6654564b8702377b93366849,1.2
66e0569e76fa6e4be6919693,1.2
5bd249d45c90120001d1043f,1.2
668d833768086eaaa243c0ed,1.2
60e48448342dd992aaee8118,1.2
67f067f743c72104040dc225,1.2
5a9bcd3f1eda410001366c55,1.2
67ed196a6eea8b90b3a7f5b2,1.2
5ec585f19fbe6c5921eae3db,1.2
6760acee7b448e51215b1910,1.2
676063838d4db0d3eaa69c2b,1.2
5ec62902bb44c16b842128f9,1.2
65720c5658873745398ffe08,1.2
665350d2cbec1d69819d36dd,1.2
67356f7cf6ff16fe3322a837,1.2
67edcb7f41fcf6ae64c28a27,1.2
5df5b73cd52c7b4021e0d0b6,1.2
5cf806142780ca001a9d5cee,1.2
68892626185fec0f0ef5a624,1.2
55a29659fdf99b5ff49937d3,1.2
66bfd63fb347261f46db75e3,1.2
60fc3a1e0eb578aa02590e27,1.2
5c33933cf3eeb60001d627c1,1.2
5aafe2a9fb22320001babb3a,1.2
61575f1257634f8182c29c16,1.2
659d6ca29e5500da27f1cb5b,1.2
67e8e88ed0713752dc570969,1.2
6012e691ac1f2b0bbbf29d19,1.2
65c8d7f023278532f6f49139,1.2
5fbd18be2b7651043385b705,1.2
66293dd4c51422edb482d223,1.2
66edea9d406f629b67ce30b8,1.2
66293cc1dcfaa310dd0f711b,1.2
5bd8a00a96b35e0001679819,1.2
5f218f86a3a5b05784d9d371,1.2
67bdde603c09c5e652cf5de8,1.2
676aa442d14c0860ded4bacf,1.2
677d37f7c10fd4adcf8557d1,1.2
65d5193fb4ab52841b51aeaf,1.2
6776c927f9dc484f730bf614,1.2
68430ec19a795109ffd53e19,1.2
67d160272a11ce5155437ddf,1.2
611148a7ca1dd5243d92bb1d,1.2
6704025bdd15dcd73f54125a,1.2
67b928562a1432d3ca6d879a,1.2
59fc46db0fff620001a6b3ff,1.2
5a25a9a3b51f2c0001e5d9ed,1.2
662a8814cc84e6106df5fb7a,1.2
67f8607be129189cd9ea4c0a,1.2
655371cac562a3701896f9fc,201.2
66396a847cf5e339d0794a09,1.2
66fc5dc2ea1f07a1c9676134,1.2
673c4a2f2e7fa95b1f8d04ac,1.2
5980fff19bf4fe0001070984,1.2
63ea53ecf4c312f153c66c83,1.2
6723bebed3cb23087bebc5bd,1.2
677ca29eed2a6d65ce59f43b,1.2
5f5bb87a0093333445af65f2,1.2
5cfbca108483c6001530c04a,1.2
5aeb247ebf1f2b00018ef63b,1.2
5ee4aab1232e9d1b4d791bae,1.2
5e06b4cb19232d0875f2276d,1.2
613c4dfc0a5e57f0daf6c735,1.2
66dcb77e1afbc2e7fa393b87,1.2
612d4269137ff0bcf765ba63,1.2
67179c4e867b679bd7ca1ee5,1.2
672bee76481ff9ce73293a6b,1.2
5dc71b96d210e45213e92359,1.2
67cc5cbea659ba65853fab99,1.2
5b14265d30d562000155ea04,1.2
5a771465eea3d300016de2e1,1.2
59be1fac3a9ab60001119c1a,1.2
67609c46f2e9e4726844476c,1.2
676524cfc37ebd2e8f1f5630,1.2
5f3e6a07e06e71069f919082,1.2
6544fd514964fea23051c3b7,1.2
6487081faa2f43fd8ea888dc,1.2
67bb91a04f5f96b7ac52242d,1.2
605da0a3b78d54d78f618ba4,1.2
671d3690dc5df6d004cfb65e,1.2
5ec96e3609117f0a67231842,1.2
5be2a7a291deed00015ad073,1.2
5bacc9bc42a1d1000187669b,1.2
5af6e439672ea800010d4e92,1.2
67c6f14f1dac92f66cd6b413,1.2
672a35319c5a754a0358a842,1.2
55daf7b369dbc30005b68ac9,1.2
5996dbbc05a0e30001f1fd4a,1.2
5e38617987cb0602fed6d8b1,1.2
67334911eb1de6dd02fc126a,1.2
5ea060b71ce81301340a6b64,1.2
6605b86838c8ba1440cd547c,1.2
67d0c546e34a839a2c0d67a0,1.2
5a8f01d95292b80001235d34,1.2
561021e87ffc8a0005811358,1.2
669d1b8c4cc3b111f5b65a40,1.2
67f302367b115d1edb94f0b0,1.2
6554f3f85dee0872ba3cc142,1.2
63468f0d6ca8dfab8af0e7f0,1.2
66b507cc1a7e164991afbe17,1.2
60f2dd514eb84812f627fa7e,1.2
6516e4bf9463264599a746f9,1.2
559e6830fdf99b4f0b98514a,1.2
6659f6fdd8cd7577c303a76d,1.2
641384b3dffcf39ec42d3c23,1.2
665a23c501fc5542133be144,1.2
55d4c46f58c35800113dc131,1.2
5d5564512bf13d00014383ec,1.2
5c37aa8b832a8400010983b3,1.2
67d727f06086654c357b68e2,1.2
67676c64636d1669c5790324,1.2
676b11ba7e6d9f1310e3903a,1.2
6773d733ef23107f61c70de7,1.2
601e1253bbecc3279e4fb472,1.2
6716f817aed3929d27448d97,201.2
678f02520df6c988ca6bdd85,1.2
60e9e8092cfc1f464753dd71,1.2
5ac11c4d9534ba0001c71a89,1.2
67cef6ed72f931c12ea5a8bd,1.2
680d2af1cec0860b4f0f3fad,1.2
673153d88d13bed22065fd88,1.2
665a0d93581153685ecebbff,1.2
63e51bdade16b861346088b4,1.2
6629b9e67e5f6d0d3b0a6ddc,1.2
65a94e73f78666b2020dbe14,1.2
678951eaacd3135a38c86ec9,1.2
65a69840034890b79a097d95,1.2
5e27373f346cdd9711ae9911,1.2
5aa28d786219a30001f57655,1.2
66fc6b9f6f3d2324420c1f1a,1.2
66fac66a574a89324f8980df,1.2
6720d262ceed23c1ad0be1c7,1.2
5f01ce19f3984631df5348e4,1.2
66727aa65bcbc9219073d587,1.2
63d3f99eac52371a49e65825,1.2
5c3eadd8ef1d0d0001b2a940,1.2
5f6c9d2ec9a73b06b88f19c2,1.2
6670e05a65d32df6fa3e7560,1.2
6522b1bb7d07f3a0eb40efbd,1.2
5cf1824f1ae74d00015fbd39,1.2
5ee64d0bf796cb3b252a8c99,1.2
669130d95c30296d7607df8f,1.2
67ea8e9f51f8c1e6ffbb8f3b,1.2
60d3d1d337c621ff5e7ba61b,1.2
628eada3a9c9e0776884f27d,1.2
5cc30b098ad9bf0001a3e445,1.2
67be3976584a4aa8b34ccc5f,1.2
67cdf158555dc24e9c13714a,1.2
637545d6428d85daeedc3df5,1.2
5f21fd432f24890008302531,1.2
6888fee2d5bd4d7b5582cd31,1.2
6658b62617b161dc426bd2a9,1.2
6486a553007b81f8f2d486f6,1.2
6760737175b6125b60317eab,1.2
5d4310bbd8e961001b825ca4,1.2
612adba08b8235b31539c704,1.2
66742ef2f9183bb839ec1fbb,1.2
680beacc02f15af2dd736d8d,1.2
652be55d3d99a68b56fe7d56,1.2
67878e264046b71df4ad64af,1.2
6630e01b7d69d22b8be429a6,1.2
66567ea20a512b56a661fc5c,1.2
5898e520979a590001d21df2,1.2
63d8074daa40629318ada75f,1.2
601b4d05d4fb23495c435af8,1.2
59e6585c2f63d30001c8f9b2,1.2
664dfa7dc9b2a0473cacdd81,1.2
676f37ed7c44110e5278cc97,1.2
57d6dd8d6598aa000199188b,1.2
62a0de11fe1eb0f5e7a97389,1.2
67659224c577c7e97b074f43,1.2
5d4838b1334cb0001af8273d,1.2
66b0829f976a969235a5ca75,1.2
5578b513fdf99b12e00afae9,1.2
665e680164927b18554b66ec,1.2
663aa6420a964c2a7740b9d7,1.2
67cdb9db623de444e19e6fe6,1.2
67d7598ad9aacf9073ca130d,1.2
5e399832a6df461b2f4db341,1.2
682498beb28b43fa10e34496,1.2
611ffe84a8214760847fc4de,1.2
5c86f9ced810a700169ddfe7,1.2
67edb211a7c1d23c1535d6b2,1.2
5e7abb2c6c89e4000a180b4a,1.2
6631a1c8755d8554913b3b86,1.2
673b8993c243fa99a23d6987,1.2
67f22d9adc313d0ce5eafff4,1.2
651ac182f385dba7e1cc269a,1.2
67e6e99634be5e57bbd2553f,1.2
666b44ed662a3864dc13b118,1.2
5e909d6c5321c13abee11725,1.2
6537daf5f37c314e287c7895,1.2
5fc7e4142a10490c47936a64,1.2
665373b194f39f872c58550c,1.2
6685633b50fdf89801428491,1.2
66ffccf2a0cfa2c3ea74d26b,1.2
66e06d52d2a4d65246a8e1e5,1.2
67fffee26ec983c07f3a2abd,1.2
60f1019654f6a6ba79823b19,1.2
5d45c2d1da9cb60015aa4312,1.2
605e9cc770aa6d1947d02bfa,1.2
62ad02acebe626b61f16d620,1.2
5bcda2ee6fd72000014996e4,1.2
604b6aea586d035690aa609f,1.2
5e6d248009ea530009252275,1.2
5ff17d1bbbdf7f5b35a0b334,1.2
5c180a3ac59c17000167491e,1.2
6562177a48308eebbb6359ea,1.2
626972db4c15f7a530c6df4d,1.2
681483783a042ecec50bfb17,1.2
C1K6X5BB66e2f5bef170bd66,1.2
63ea4d64095b3286433ed52e,1.2
61085504b0951e096d81185c,1.2
5dde618798981ddcc8e552e2,1.2
62fb7e29586929061efccda2,1.2
654650713282e9e8d26d0b86,1.2
6310c063bd0cce86b0289d20,1.2
5d440b524d4b4a001679bdf5,1.2
5e54309f0a98c705f68ae8a8,1.2
6073e0d481953bbd2cd61145,1.2
6120cea050e9bce18a162223,1.2
645920abcee1cd09e70057cd,1.2
6717f2190ab1f9b7994d8266,1.2
661e625fafb8104a490bce51,1.2
5ba0181462e04c0001f76d2b,1.2
5a9998a14eecca0001dd791e,1.2
67d02a4df7aeafae41e77e9b,1.2
66f6dfde93de2c0d7eaf463f,1.2
6526e6db8f0e2069023a4ba4,1.2
67dd5e5f7a961e34ff8b116c,1.2
66464354449c2d4c2de11537,1.2
650708cb2c0e95bedcffc923,1.2
5bfd667f1fe1e50001406d4c,1.2
67607e34fb2abbf20ec24851,1.2
67d088ccec81d322ccede723,1.2
67da6cb5faae2bb29a934c76,1.2
666d914c8a386185e18db071,1.2
5755c957eb80c4000741a9ce,1.2
610a45b7ee955eab34220bce,1.2
6266e277eeff2c06dec3116a,1.2
59cff8eed227970001199862,1.2
6681a6064361475b2acf7793,1.2
66d9fc2d2b46f520118ea65f,1.2
60719f4b18e2b30c9e5a562d,1.2
67bdf5a74b3f256db8907428,1.2
64287b2deed56861af146830,1.2
5f11e883afd70a0d94572e6a,1.2
664a6d5a65f30b00d2685804,1.2
67e48fe0292eb135e6a513d8,1.2
6641220f4193c77a18d63a8e,1.2
67695eac6aa9f52a7b20b47c,1.2
669627dafd0c7bf244e386d3,1.2
668177e0951600598b5422df,1.2
668a08bcc623b9b9500b85c8,1.2
5ecf9b46617a9b3dd56b3fe3,1.2
5cb67a7ab73e8a001507fae5,1.2
60c4e1091b936c7b812e5af4,1.2
5ca0de7d8001d50018c69031,1.2
67f1cc26973bd7f41512c209,1.2
67e9746f70f9c5bd07f49c26,1.2
6156fef09d1ab07148870099,1.2
5bbc3d95f1f9ba000141d855,1.2
640239e99e1aca6cf18a2b87,1.2
66d9f8b25ab58922e89d53b2,1.2
67d47bef1b8777e754726be0,1.2
6743f87f4c502222ee322464,1.2
6110f4896dea29a375c227a8,1.2
5c2dae2110677f0001dd1137,1.2
65de3f6558e2556c9250e39e,1.2
66f40dce48a4f21967502867,1.2
6426cfe964863ee2ff26642f,1.2
660d9c69e00c5f367a748669,1.2
5b2b83b10ec82d0001d29549,1.2
63d8966cb1c8fda2f6006864,1.2
63e51cf7b6d21fa5fc4e82cd,1.2
5ed917ec0318c6466f50a0a6,1.2
6713eeea64ca1fb59cbcbce4,1.2
5f6660dbdd831c230e132024,1.2
57f9238bc786ac00011ebc72,1.2
676ca3da9773676ad989ef10,1.2
663a245615539171d9a3611a,1.2
64fdfa6fcc38ff0fd0b0f2a3,1.2
6229f1c215b1b83f71da3b71,1.2
6544fed196a4a783c9887d59,1.2
6791a8549ed23cc3997dd33a,1.2
62e2deadd18974300540f870,1.2
5f9556e826384e3aaa4f0f01,1.2
678ffaadd2a9bbb0e63dd117,1.2
66ddd34dd909724fe8747ae7,1.2
66e484aa361904c9801c6837,1.2
6320815455d02d8d3d1f9378,1.2
676ea730813dcfed6dd4dfb1,1.2
56fa7c2e51c6bf000ccb2954,1.2
5838861383a1cc0001f3f258,1.2
6672f795fac6ecd66d7b987f,1.2
58bfee7de5869400018f5e9e,201.2
5de3c83c2033793be6591e53,1.2
598e325033481c000164d2aa,1.2
673cc5ebc28f32153129c76e,1.2
66d522932bd461aff3f626fe,1.2
66e8c6e99be9621d5b1ed1fa,1.2
55900dcffdf99b3f7aada3f5,1.2
654e54e810b0368c6d32e070,1.2
67294473dbb580a0ca93f60f,1.2
67311b436baff30462230061,1.2
5e3c595d955ce604ac669fcb,1.2
61004f4069555d737ceab14c,1.2
64f0a3c4e69e78265f5872e7,1.2
61015f63f9a351d3171a0f98,1.2
67731006e7899dc216d59b95,1.2
62fce494b16fcf89dca570bf,1.2
6658e7b76712e30718aaadf9,1.2
681d505eef658dff09a4d3a5,1.2
67765cb5eae26d06c3116c3a,1.2
66f87be972880bb2ac647855,1.2
644fdc8d0d748ff99020fcae,1.2
5d6d32ead222ba001553e7bd,1.2
663139cbb8723d403f4e7fc8,1.2
6676ddf4aeae188a30f824f5,1.2
63d13c9a4c0601c55747e64c,1.2
61fa9112d42cb19beec492b5,1.2
66eaabba0ec554b24c678bdb,1.2
6670886ad4ccb4bd7531af48,1.2
68890c7b68f8af6fefc86f22,1.2
6658c8119af9537eefdfbde5,1.2
6716c6700f376dc7f534af9d,1.2
67f72474746fa86c43e2829b,1.2
5c5b38d5cca9e000010a07c4,1.2
671500b20d2459e3859f2273,1.2
5ecd61476e04500905a6eed2,1.2
6400d8e645e80091a53f9b21,1.2
67e3ed3bc1b5fefa80a4cfa3,1.2
5e6af189bdaa1a0b355f63ae,1.2
5c01bf7d4c14cf00019ce2a4,1.2
67387b300487eed5ec3fa8a1,1.2
5e38e49a8445881060c60eaf,1.2
5cb9ca6814b3cb0017e4f7dd,1.2
66364f7e853a9e70d8509fc7,1.2
63d5115ddc01107ef6d6c988,1.2
680dcb74ab0a3a21ef2d6d89,1.2
67c60b46b619cad09b65ab51,1.2
5e7acbd0373d5e0c087a112c,1.2
586bd8faa205a90001e7e8ac,1.2
674f6a744eedf9ef2c60fa48,1.2
5938e042e9b44100013ae891,1.2
5d316c4442c2170018e10574,1.2
67acbb030811018b016dcaf7,1.2
6824f3d557a9425aca0d7df9,1.2
637ea165e071484955b325f7,1.2
6773d9880060f6cfd67eca9b,1.2
594a4063f15f310001f8898c,1.2
5a93e14b89de8200013ebd26,1.2
67a908afd56a6f9e4bf0d17d,1.2
5d02a158c8a372001abf3b30,1.2
6716d322b863fdf712ac02c8,1.2
5c8cfc3772503f0001e9c965,1.2
5e50ecfc5bac4311db8b381b,1.2
5f1dfd940aeb060d8eb3cf55,1.2
66c74964469a7c10a71e2c67,1.2
67d80b3db0cac8b1bd982fb2,1.2
668ea786110e37a5831793c3,1.2
663791040de5898120ca93cd,1.2
66855395948d6d88d5a55521,1.2
60d8f55069aaf39b7c14ad19,1.2
6789723fb1024905ead72eef,1.2
660fd68733720d48af43d1b3,1.2
66d8761a8e54f9f070947add,1.2
6659fa0eb4d2041c2fe81f61,1.2
5f82567f1e720a3842580d23,1.2
609551c1ade88f8463666fb8,1.2
6792b1e3e08ffea42164f5bb,1.2
564e93659b124900127eb55b,1.2
5db21a3cad248e000dae8bc2,1.2
63ea5f39871e9fdef021a53d,1.2
5c4d1a6c9ce35100019dbc88,1.2
6792aeb9e5343cec82d86c19,1.2
6413bee5234ad46e9fc4ba75,1.2
63e548215b42b3f3aa069dc2,1.2
644c061ce861c17549323c00,1.2
62d90e828279a1f54b9c0a0e,1.2
55b8113efdf99b4633359b7b,1.2
66a44ebdc7952eff6a20a022,1.2
5aa15fe0dbdb470001ef285c,1.2
67291fecd7b792dbe483dc89,1.2
65c3aff75931487d511e5a1b,1.2
5bf0b1ecaf38d100016bd609,1.2
60087afa0a5c054c002eaf0e,1.2
55d51a6b8ce09000127d4821,1.2
66700a48a3b3f15603aef0ad,1.2
67dd7c19a47e66a478a74a6b,1.2
666db5a67ea03007602517bf,1.2
67838c00a0e049fdf173f9bd,1.2
67b1e771274d3a16c4e32358,1.2
614de785b8b89e4aba599f03,1.2
665722639f7a09a8815bf198,1.2
6717a695635ae7f7518a1ad4,1.2
57b248d52075e2000113ba3d,1.2
5ecae23b40dae00008174c32,1.2
5fff2877a99bcb65a14a223c,1.2
5ecdccc7967c2c15a39aa395,1.2
667eb020a3f04ab26214dcd4,1.2
602b4302c8f632275e471f94,1.2
6604b10d7328536e5d9bb9db,1.2
671860c903af514aabbacdc0,1.2
67ead68cde953c130a670193,1.2
66143ba33578fb4a58260883,1.2
57c725d89a5f4f0001f661bd,1.2
65537e14439274fe5036b4d2,1.2
66caec76f2a174deb1bd914a,1.2
6658b357347b527af5f3bab1,1.2
669a7e61868ddc1841ad1809,1.2
677e1c29e5bc70ca31fa88ec,1.2
665c89bfc048d14185cac307,1.2
681106ac93d01f1615c6f003,1.2
665490d75b3bbb3e8317b417,1.2
67cde0189e68d047d04ca919,1.2
67e58fdd13f4a6a894472087,1.2
63e5dea962e51a42174210da,1.2
67e478cd1e606cd162f6f60e,1.2
67ddcb3dcbef21677c5cd3c3,1.2
676aa3d5f636e61eea483766,1.2
677ac5abfeff92f43b1755ba,1.2
5eb2cd389686d8067b6b090f,1.2
602c0fc2eff74b4748e9b41e,1.2
6734ab83047e85e2f8795acb,1.2
67d41689101f0de506a83a86,1.2
5f3ec93efbd299158253f283,1.2
5fb4f7b816ba5b1868ac6bd2,1.2
605e491b152b38b079a9ca7c,1.2
5c4a061161db8c00015e4fb0,1.2
5c7d8eae92edb30015dc05b4,1.2
6297d4ad03a1830f21d22cb1,1.2
67f1f1d53b5c101545b04cfc,1.2
5d4c217a97d8a600013b46cf,1.2
5a5c871aac5624000153f89e,1.2
660462af12d1deceebf52ed3,1.2
65f6d8993df9f5cc02ff0a38,1.2
67c03df83a4809152545cabd,1.2
6659765ecde078606ca6c11f,1.2
6777c7237e71bcea676eefb3,1.2
6658d84e36a39b239367aed9,1.2
60e9fd8a2f52070be49cf317,1.2
55c495d2fdf99b2d6cabb691,1.2
6601954213db12a8bae9b1e5,1.2
67d981d96654700291d406af,1.2
668568bb50fdf898014285b7,1.2
67fcacde90e769636fa95799,1.2
6277fb597942c07d74b16b98,1.2
67dad66fd659797310deb87f,1.2
5b1487d330d562000155f1c7,1.2
6821df863ec125fe3dc712ea,1.2
5e7027c5a2522d000bddb8f3,1.2
62dbcc6f4bb8a5fd4c24da09,1.2
6679ea8e58ac232272ced163,1.2
614662c1c31697525616534f,1.2
6814d6f64f03d35e2993943c,1.2
5ba4da6f03692b00019adae6,1.2
62b35d7693a267af341a1822,1.2
65245fdcf8a622a72246d0de,1.2
6576b747aec8c6cba6ef5419,1.2
63d151216ce873774fc3ad58,1.2
5fea2970cbe0699d90756fd7,1.2
6773dbc6ef23107f61c70eda,1.2
6579c89d57f35b2be923175a,1.2
5ade0203066c510001d42abf,1.2
661849a65cba8b07213ca8e0,1.2
55eb3fea748092000daa9b25,1.2
62951acd624dba0f4429d988,1.2
661403131cecbe255b64ca6f,1.2
5b64de377b7f8600011305fa,1.2
607dc630d2d30aa7e8699c23,1.2
6081474510faf8072e5d7072,1.2
67cfeddb9f4b04d789ca82bd,1.2
5ec705b09b469614f8418b27,1.2
5fa17ddeabc188288bde81c8,1.2
62a889993e01c9e01ee7066e,1.2
66821bd8c0252a33b4c4390f,1.2
67f1f5ae37225c87ef8af243,1.2
6664a43c74f29b3d9ff0259d,1.2
5d5dd0b30f64720001a43f68,1.2
6071e7e8f858a84483519a0c,1.2
6584587e3b2eb3fdd8a3ebcf,1.2
6670691eabe166aeded6a5bf,1.2
5ec1f4ed6c4e27000a54d7d2,1.2
5fd2c2c727a4dc0da4da81f1,1.2
60d11f2e1a4755b309e536d7,1.2
5c6088630112a60001a2b1e7,1.2
666779d839f2782d6d31f7d3,1.2
643db5baa695a720a1bbdb4f,1.2
6773a4f19e0b5c2d84f6a913,1.2
